AT2G38340	Carub.0004s2032
AT1G73930	Carub.0002s2070
AT3G17690	Carub.0003s1742
AT3G04903	Carub.0003s0411
AT5G15300	Carub.0006s1349
AT3G17680	Carub.0003s1741
AT3G04900	Carub.0003s0410
AT1G73920	Carub.0002s2069
AT5G15310	Carub.0006s1350
AT1G73875	Carub.0002s2064
AT5G15320	Carub.0006s1351
AT1G73890	Carub.0002s2067
AT5G15330	Carub.0006s1352
AT1G73885	Carub.0002s2066
AT5G01620	Carub.0006s0021
AT5G09330	Carub.0006s0788
AT5G09320	Carub.0006s0787
AT5G09310	Carub.0006s0786
AT5G09300	Carub.0006s0785
AT5G61140	Carub.0008s2181
AT5G09290	Carub.0006s0784
AT5G61150	Carub.0008s2182
AT5G09280	Carub.0006s0783
AT5G09270	Carub.0006s0782
AT5G61130	Carub.0008s2180
AT5G09260	Carub.0006s0781
AT5G61190	Carub.0008s2185
AT5G61200	Carub.0008s2186
AT5G61160	Carub.0008s2183
AT5G61170	Carub.0008s2184
AT5G61210	Carub.0008s2187
AT5G09370	Carub.0006s0791
AT5G09360	Carub.0006s0790
AT5G09440	Carub.0006s0799
AT5G09430	Carub.0006s0798
AT5G09420	Carub.0006s0797
AT5G09410	Carub.0006s0796
AT5G61010	Carub.0008s2170
AT5G09400	Carub.0006s0795
AT5G61020	Carub.0008s2171
AT5G09390	Carub.0006s0794
AT5G09380	Carub.0006s0793
AT5G61050	Carub.0008s2175
AT5G61030	Carub.0008s2172
AT5G61040	Carub.0008s2173
AT5G61070	Carub.0008s2176
AT5G61100	Carub.0008s2177
AT5G61000	Carub.0008s2169
AT5G60910	Carub.0008s2160
AT5G60940	Carub.0008s2163
AT5G60950	Carub.0008s2164
AT5G60920	Carub.0008s2161
AT5G60930	Carub.0008s2162
AT5G60990	Carub.0008s2168
AT5G60960	Carub.0008s2165
AT5G60970	Carub.0008s2166
AT5G60880	Carub.0008s2158
AT5G60890	Carub.0008s2159
AT5G60820	Carub.0008s2152
AT5G60805	Carub.0008s2150
AT5G60810	Carub.0008s2151
AT5G60860	Carub.0008s2156
AT5G60870	Carub.0008s2157
AT5G60840	Carub.0008s2154
AT5G60850	Carub.0008s2155
AT5G60800	Carub.0008s2149
AT5G60790	Carub.0008s2147
AT5G08510	Carub.0006s0744
AT5G08505	Carub.0006s0743
AT5G08500	Carub.0006s0742
AT5G08490	Carub.0006s0741
AT5G08480	Carub.0006s0740
AT5G60730	Carub.0008s2141
AT5G60740	Carub.0008s2142
AT5G60720	Carub.0008s2140
AT5G08530	Carub.0006s0748
AT5G60770	Carub.0008s2145
AT5G08520	Carub.0006s0747
AT5G60780	Carub.0008s2146
AT5G60750	Carub.0008s2143
AT5G60760	Carub.0008s2144
AT5G60700	Carub.0008s2138
AT5G60710	Carub.0008s2139
AT5G60680	Carub.0008s2136
AT5G60690	Carub.0008s2137
AT5G08580	Carub.0006s0755
AT5G08570	Carub.0006s0754
AT5G08565	Carub.0006s0753
AT5G08560	Carub.0006s0752
AT5G08540	Carub.0006s0750
AT5G60620	Carub.0008s2130
AT5G60630	Carub.0008s2131
AT5G08620	Carub.0006s0759
AT5G60660	Carub.0008s2134
AT5G08610	Carub.0006s0758
AT5G60670	Carub.0008s2135
AT5G08600	Carub.0006s0757
AT5G60640	Carub.0008s2132
AT5G08590	Carub.0006s0756
AT5G60650	Carub.0008s2133
AT5G60590	Carub.0008s2127
AT5G60600	Carub.0008s2128
AT5G60570	Carub.0008s2125
AT5G60580	Carub.0008s2126
AT5G60615	Carub.0008s2129
AT5G08660	Carub.0006s0765
AT5G08650	Carub.0006s0764
AT5G08630	Carub.0006s0762
AT5G60510	Carub.0008s2120
AT5G60540	Carub.0008s2123
AT5G08720	Carub.0006s0769
AT5G60550	Carub.0008s2124
AT5G08710	Carub.0006s0768
AT5G60520	Carub.0008s2121
AT5G60530	Carub.0008s2122
AT5G60470	Carub.0008s2116
AT5G60480	Carub.0008s2117
AT3G56210	Carub.0005s2299
AT5G60450	Carub.0008s2114
AT3G56200	Carub.0005s2298
AT5G60460	Carub.0008s2115
AT5G60490	Carub.0008s2118
AT5G09220	Carub.0006s0777
AT5G08790	Carub.0006s0776
AT5G08780	Carub.0006s0775
AT5G08770	Carub.0006s0774
AT5G08760	Carub.0006s0773
AT5G08750	Carub.0006s0772
AT5G08740	Carub.0006s0771
AT5G08730	Carub.0006s0770
AT5G60410	Carub.0008s2112
AT5G60440	Carub.0008s2113
AT5G09230	Carub.0006s0779
AT5G60400	Carub.0008s2111
AT5G09225	Carub.0006s0778
AT5G60360	Carub.0008s2106
AT5G60320	Carub.0008s2103
AT5G60335	Carub.0008s2104
AT5G60380	Carub.0008s2108
AT5G08120	Carub.0006s0700
AT3G56070	Carub.0005s2282
AT5G08180	Carub.0006s0708
AT3G56060	Carub.0005s2281
AT5G08170	Carub.0006s0707
AT5G08160	Carub.0006s0706
AT5G08150	Carub.0006s0705
AT3G56110	Carub.0005s2286
AT5G08141	Carub.0006s0704
AT5G08139	Carub.0006s0703
AT3G56090	Carub.0005s2284
AT5G08130	Carub.0006s0702
AT3G56080	Carub.0005s2283
AT1G77230	Carub.0002s2410
AT3G56050	Carub.0005s2278
AT3G56040	Carub.0005s2277
AT1G77250	Carub.0002s2412
AT3G56030	Carub.0005s2276
AT1G77240	Carub.0002s2411
AT5G08190	Carub.0006s0709
AT1G77300	Carub.0002s2418
AT1G77290	Carub.0002s2417
AT1G77310	Carub.0002s2419
AT1G77260	Carub.0002s2414
AT1G77280	Carub.0002s2416
AT1G77270	Carub.0002s2415
AT5G08230	Carub.0006s0711
AT5G08200	Carub.0006s0710
AT5G08305	Carub.0006s0719
AT5G08300	Carub.0006s0718
AT3G56160	Carub.0005s2291
AT5G08290	Carub.0006s0717
AT3G56150	Carub.0005s2290
AT5G08280	Carub.0006s0716
AT5G08270	Carub.0006s0715
AT3G56180	Carub.0005s2296
AT5G08260	Carub.0006s0714
AT3G56170	Carub.0005s2295
AT5G08250	Carub.0006s0713
AT5G08240	Carub.0006s0712
AT3G56140	Carub.0005s2289
AT3G56130	Carub.0005s2288
AT1G77122	Carub.0002s2401
AT3G56120	Carub.0005s2287
AT1G77120	Carub.0002s2400
AT1G77200	Carub.0002s2407
AT1G77180	Carub.0002s2406
AT1G77220	Carub.0002s2409
AT1G77210	Carub.0002s2408
AT1G77140	Carub.0002s2403
AT1G77130	Carub.0002s2402
AT1G77170	Carub.0002s2405
AT5G08330	Carub.0006s0722
AT5G08320	Carub.0006s0721
AT5G08310	Carub.0006s0720
AT3G55820	Carub.0005s2260
AT5G08391	Carub.0006s0729
AT5G08380	Carub.0006s0728
AT5G08370	Carub.0006s0727
AT5G08360	Carub.0006s0726
AT3G55870	Carub.0005s2264
AT5G08350	Carub.0006s0725
AT3G55850	Carub.0005s2263
AT5G08340	Carub.0006s0724
AT3G55840	Carub.0005s2262
AT5G08335	Carub.0006s0723
AT3G55830	Carub.0005s2261
AT3G55780	Carub.0005s2257
AT1G77420	Carub.0002s2432
AT3G55770	Carub.0005s2256
AT1G77410	Carub.0002s2431
AT3G55760	Carub.0005s2255
AT1G77450	Carub.0002s2434
AT1G65342	Carub.0002s1103
AT1G77440	Carub.0002s2433
AT1G77405	Carub.0002s2430
AT3G55800	Carub.0005s2258
AT1G77500	Carub.0002s2439
AT1G77470	Carub.0002s2436
AT1G77460	Carub.0002s2435
AT1G77490	Carub.0002s2438
AT1G77480	Carub.0002s2437
AT5G08415	Carub.0006s0733
AT5G08410	Carub.0006s0732
AT5G08400	Carub.0006s0731
AT5G08390	Carub.0006s0730
AT3G55970	Carub.0005s2271
AT3G55960	Carub.0005s2270
AT5G08470	Carub.0006s0739
AT5G08460	Carub.0006s0738
AT3G56010	Carub.0005s2275
AT5G08450	Carub.0006s0737
AT3G56000	Carub.0005s2274
AT5G08440	Carub.0006s0736
AT5G08430	Carub.0006s0735
AT3G55990	Carub.0005s2273
AT5G08420	Carub.0006s0734
AT3G55980	Carub.0005s2272
AT1G77330	Carub.0002s2421
AT3G55920	Carub.0005s2267
AT1G77320	Carub.0002s2420
AT3G55890	Carub.0005s2266
AT1G77350	Carub.0002s2423
AT3G55880	Carub.0005s2265
AT1G77340	Carub.0002s2422
AT3G55950	Carub.0005s2269
AT1G77400	Carub.0002s2429
AT1G77390	Carub.0002s2428
AT1G77360	Carub.0002s2424
AT1G77380	Carub.0002s2427
AT1G77370	Carub.0002s2426
AT3G55660	Carub.0005s2242
AT3G55646	Carub.0005s2241
AT3G55860	Carub.0005s2240
AT3G55605	Carub.0005s2235
AT3G55580	Carub.0005s2232
AT3G55640	Carub.0005s2239
AT3G55630	Carub.0005s2238
AT3G55620	Carub.0005s2237
AT3G55610	Carub.0005s2236
AT3G55740	Carub.0005s2253
AT3G55730	Carub.0005s2252
AT3G55720	Carub.0005s2251
AT3G55690	Carub.0005s2246
AT3G55710	Carub.0005s2248
AT3G55700	Carub.0005s2247
AT3G55480	Carub.0005s2220
AT3G55410	Carub.0005s2213
AT3G55400	Carub.0005s2211
AT3G55390	Carub.0005s2210
AT3G55450	Carub.0005s2217
AT3G55440	Carub.0005s2216
AT3G55430	Carub.0005s2215
AT3G55420	Carub.0005s2214
AT3G55470	Carub.0005s2219
AT3G55460	Carub.0005s2218
AT5G61250	Carub.0008s2192
AT2G19610	Carub.0008s2193
AT5G61240	Carub.0008s2191
AT5G61280	Carub.0008s2196
AT5G61290	Carub.0008s2197
AT5G61260	Carub.0008s2194
AT5G61270	Carub.0008s2195
AT3G55570	Carub.0005s2231
AT3G55560	Carub.0005s2230
AT5G61300	Carub.0008s2198
AT3G55515	Carub.0005s2224
AT3G55510	Carub.0005s2223
AT3G55500	Carub.0005s2222
AT3G55540	Carub.0005s2228
AT3G55530	Carub.0005s2226
AT3G55520	Carub.0005s2225
AT3G55550	Carub.0005s2229
AT1G76952	Carub.0002s2382
AT1G76950	Carub.0002s2381
AT1G76900	Carub.0002s2377
AT1G76890	Carub.0002s2376
AT1G76920	Carub.0002s2378
AT1G76850	Carub.0002s2373
AT1G65080	Carub.0002s1042
AT1G76880	Carub.0002s2375
AT1G65090	Carub.0002s1043
AT1G76860	Carub.0002s2374
AT5G03850	Carub.0003s0927
AT3G10080	Carub.0003s0926
AT3G10140	Carub.0003s0929
AT3G10116	Carub.0003s0928
AT3G10000	Carub.0003s0910
AT3G10020	Carub.0003s0912
AT3G10010	Carub.0003s0911
AT3G10040	Carub.0003s0914
AT3G10030	Carub.0003s0913
AT1G76800	Carub.0002s2371
AT1G76790	Carub.0002s2370
AT1G76750	Carub.0002s2366
AT3G55370	Carub.0005s2201
AT1G76770	Carub.0002s2368
AT3G55360	Carub.0005s2200
AT1G65060	Carub.0002s1036
AT1G76760	Carub.0002s2367
AT1G65070	Carub.0002s1037
AT1G76710	Carub.0002s2362
AT1G65170	Carub.0002s1031
AT1G76730	Carub.0002s2364
AT3G10060	Carub.0003s0916
AT3G10050	Carub.0003s0915
AT3G55380	Carub.0005s2209
AT3G10070	Carub.0003s0917
AT1G76780	Carub.0002s2369
AT3G09910	Carub.0003s0901
AT3G09900	Carub.0003s0900
AT3G09925	Carub.0003s0903
AT3G09920	Carub.0003s0902
AT1G77110	Carub.0002s2399
AT1G77100	Carub.0002s2398
AT1G77030	Carub.0002s2395
AT1G77020	Carub.0002s2394
AT1G77090	Carub.0002s2397
AT1G65200	Carub.0002s1065
AT3G09940	Carub.0003s0905
AT3G09930	Carub.0003s0904
AT3G09950	Carub.0003s0906
AT3G09980	Carub.0003s0908
AT1G76990	Carub.0002s2391
AT1G65120	Carub.0002s1060
AT1G65130	Carub.0002s1061
AT1G77010	Carub.0002s2393
AT1G77000	Carub.0002s2392
AT1G76980	Carub.0002s2388
AT2G44870	Carub.0002s1056
AT1G76970	Carub.0002s2387
AT1G65110	Carub.0002s1057
AT1G76955	Carub.0002s2384
AT1G76965	Carub.0002s2386
AT3G10440	Carub.0003s0965
AT3G10455	Carub.0003s0967
AT3G10420	Carub.0003s0961
AT3G10410	Carub.0003s0960
AT1G80500	Carub.0002s1001
AT1G76420	Carub.0002s2333
AT1G76410	Carub.0002s2332
AT1G76440	Carub.0002s2335
AT1G76430	Carub.0002s2334
AT1G76405	Carub.0002s2331
AT1G76400	Carub.0002s2330
AT1G76450	Carub.0002s2337
AT1G64810	Carub.0002s1006
AT1G37113	Carub.0002s1007
AT1G76470	Carub.0002s2339
AT1G76460	Carub.0002s2338
AT3G10330	Carub.0003s0951
AT3G10360	Carub.0003s0954
AT3G10350	Carub.0003s0953
AT3G10380	Carub.0003s0956
AT3G10370	Carub.0003s0955
AT3G10400	Carub.0003s0958
AT3G10390	Carub.0003s0957
AT3G10320	Carub.0003s0950
AT1G76320	Carub.0002s2322
AT1G76310	Carub.0002s2321
AT1G76350	Carub.0002s2324
AT1G76340	Carub.0002s2323
AT3G10405	Carub.0003s0959
AT1G76390	Carub.0002s2329
AT1G76370	Carub.0002s2326
AT1G76360	Carub.0002s2325
AT1G76380	Carub.0002s2328
AT3G10230	Carub.0003s0940
AT3G10250	Carub.0003s0942
AT3G10270	Carub.0003s0945
AT3G10260	Carub.0003s0944
AT3G10290	Carub.0003s0946
AT1G76700	Carub.0002s2360
AT1G76650	Carub.0002s2355
AT1G65030	Carub.0002s1024
AT1G76640	Carub.0002s2354
AT1G65032	Carub.0002s1025
AT1G76670	Carub.0002s2357
AT2G01280	Carub.0002s1026
AT1G76660	Carub.0002s2356
AT1G76610	Carub.0002s2351
AT1G76600	Carub.0002s2350
AT1G76630	Carub.0002s2353
AT1G76620	Carub.0002s2352
AT3G10310	Carub.0003s0949
AT3G10300	Carub.0003s0948
AT1G65040	Carub.0002s1027
AT3G10150	Carub.0003s0930
AT3G10160	Carub.0003s0931
AT3G10180	Carub.0003s0933
AT3G10195	Carub.0003s0936
AT3G10190	Carub.0003s0935
AT1G76530	Carub.0002s2344
AT1G76520	Carub.0002s2343
AT1G76550	Carub.0002s2346
AT1G64990	Carub.0002s1015
AT1G76540	Carub.0002s2345
AT1G76490	Carub.0002s2340
AT1G64960	Carub.0002s1010
AT1G76510	Carub.0002s2342
AT1G64970	Carub.0002s1011
AT1G76500	Carub.0002s2341
AT3G10210	Carub.0003s0938
AT3G10200	Carub.0003s0937
AT3G10220	Carub.0003s0939
AT1G76590	Carub.0002s2348
AT1G76560	Carub.0002s2347
AT1G65010	Carub.0002s1018
AT1G65020	Carub.0002s1019
AT5G61530	Carub.0008s2222
AT5G61540	Carub.0008s2223
AT5G61510	Carub.0008s2220
AT5G61520	Carub.0008s2221
AT5G61460	Carub.0008s2215
AT5G61470	Carub.0008s2216
AT5G61450	Carub.0008s2213
AT5G61500	Carub.0008s2219
AT5G61480	Carub.0008s2217
AT5G61490	Carub.0008s2218
AT3G10730	Carub.0003s0996
AT3G10720	Carub.0003s0995
AT3G10750	Carub.0003s0998
AT3G10740	Carub.0003s0997
AT3G10760	Carub.0003s0999
AT3G10670	Carub.0003s0990
AT3G10690	Carub.0003s0992
AT5G61430	Carub.0008s2211
AT3G10680	Carub.0003s0991
AT5G61440	Carub.0008s2212
AT3G10710	Carub.0003s0994
AT3G10700	Carub.0003s0993
AT5G61370	Carub.0008s2204
AT5G61380	Carub.0008s2205
AT5G61350	Carub.0008s2202
AT5G61360	Carub.0008s2203
AT5G61410	Carub.0008s2208
AT5G61390	Carub.0008s2206
AT5G61400	Carub.0008s2207
AT3G10620	Carub.0003s0985
AT5G47880	Carub.0014s0002
AT3G10640	Carub.0003s0987
AT5G47890	Carub.0014s0003
AT3G10630	Carub.0003s0986
AT5G47900	Carub.0014s0004
AT3G10660	Carub.0003s0989
AT3G10650	Carub.0003s0988
AT3G10572	Carub.0003s0981
AT5G47910	Carub.0014s0005
AT5G61330	Carub.0008s2200
AT3G10570	Carub.0003s0980
AT5G61340	Carub.0008s2201
AT3G10600	Carub.0003s0983
AT3G10500	Carub.0003s0974
AT3G10490	Carub.0003s0973
AT3G10525	Carub.0003s0976
AT3G10520	Carub.0003s0975
AT3G10540	Carub.0003s0978
AT3G10530	Carub.0003s0977
AT3G10550	Carub.0003s0979
AT3G10460	Carub.0003s0970
AT3G10480	Carub.0003s0972
AT3G10470	Carub.0003s0971
AT1G65280	Carub.0002s1095
AT1G65250	Carub.0002s1085
AT1G65270	Carub.0002s1084
AT1G65210	Carub.0002s1074
AT1G65220	Carub.0002s1075
AT1G65230	Carub.0002s1076
AT1G65240	Carub.0002s1077
AT5G25410	Carub.0002s1096
AT1G65295	Carub.0002s1098
AT1G65320	Carub.0002s1099
AT5G07710	Carub.0006s0667
AT5G07690	Carub.0006s0666
AT5G07680	Carub.0006s0665
AT5G07670	Carub.0006s0664
AT5G07660	Carub.0006s0663
AT5G07630	Carub.0006s0661
AT5G07620	Carub.0006s0660
AT5G22190	Carub.0006s1992
AT5G22210	Carub.0006s1995
AT5G22220	Carub.0006s1996
AT5G07730	Carub.0006s0669
AT5G22240	Carub.0006s1997
AT5G07720	Carub.0006s0668
AT5G22250	Carub.0006s1998
AT5G07890	Carub.0006s0678
AT5G07880	Carub.0006s0677
AT5G07830	Carub.0006s0675
AT5G07820	Carub.0006s0674
AT5G62230	Carub.0008s2292
AT5G07810	Carub.0006s0673
AT5G07800	Carub.0006s0672
AT5G62210	Carub.0008s2290
AT5G07790	Carub.0006s0671
AT5G62260	Carub.0008s2295
AT5G01840	Carub.0024s0020
AT5G62270	Carub.0008s2296
AT5G62240	Carub.0008s2293
AT5G62250	Carub.0008s2294
AT5G62280	Carub.0008s2297
AT5G62290	Carub.0008s2298
AT5G07920	Carub.0006s0681
AT5G07910	Carub.0006s0680
AT5G01881	Carub.0024s0017
AT5G08005	Carub.0006s0689
AT5G01880	Carub.0024s0018
AT5G08000	Carub.0006s0688
AT5G07990	Carub.0006s0687
AT5G07960	Carub.0006s0686
AT5G01890	Carub.0024s0016
AT5G62130	Carub.0008s2280
AT5G07950	Carub.0006s0685
AT5G62140	Carub.0008s2281
AT5G01860	Carub.0024s0019
AT5G07930	Carub.0006s0682
AT5G62165	Carub.0008s2284
AT5G62170	Carub.0008s2285
AT5G01940	Carub.0024s0010
AT5G62150	Carub.0008s2282
AT5G62160	Carub.0008s2283
AT5G62190	Carub.0008s2288
AT5G01910	Carub.0024s0013
AT5G62200	Carub.0008s2289
AT5G01900	Carub.0024s0014
AT5G01930	Carub.0024s0011
AT5G01920	Carub.0024s0012
AT5G62110	Carub.0008s2279
AT5G08030	Carub.0006s0692
AT5G08020	Carub.0006s0691
AT5G08010	Carub.0006s0690
AT5G01980	Carub.0024s0006
AT5G01970	Carub.0024s0007
AT5G08110	Carub.0006s0699
AT5G02000	Carub.0024s0004
AT5G08080	Carub.0006s0697
AT5G08070	Carub.0006s0696
AT5G62020	Carub.0008s2270
AT5G08060	Carub.0006s0695
AT5G01960	Carub.0024s0008
AT5G08050	Carub.0006s0694
AT5G01950	Carub.0024s0009
AT5G08040	Carub.0006s0693
AT5G62065	Carub.0008s2274
AT5G62030	Carub.0008s2271
AT5G62040	Carub.0008s2272
AT5G01015	Carub.0024s0002
AT5G62090	Carub.0008s2277
AT5G01020	Carub.0024s0003
AT5G62100	Carub.0008s2278
AT5G62070	Carub.0008s2275
AT5G62080	Carub.0008s2276
AT5G01010	Carub.0024s0001
AT5G61990	Carub.0008s2268
AT5G62000	Carub.0008s2269
AT5G07270	Carub.0006s0623
AT5G21910	Carub.0006s1955
AT5G21920	Carub.0006s1956
AT4G26920	Carub.0006s0622
AT5G07250	Carub.0006s0621
AT5G21930	Carub.0006s1957
AT5G07240	Carub.0006s0620
AT5G21940	Carub.0006s1958
AT5G21950	Carub.0006s1959
AT5G61920	Carub.0008s2260
AT5G07320	Carub.0006s0628
AT5G61930	Carub.0008s2261
AT5G07310	Carub.0006s0627
AT5G21326	Carub.0006s1951
AT5G07300	Carub.0006s0626
AT5G21430	Carub.0006s1952
AT5G61980	Carub.0008s2267
AT5G21482	Carub.0006s1953
AT5G07290	Carub.0006s0625
AT5G07280	Carub.0006s0624
AT5G21900	Carub.0006s1954
AT5G61960	Carub.0008s2265
AT5G61890	Carub.0008s2257
AT5G07370	Carub.0006s0634
AT5G22020	Carub.0006s1966
AT5G07360	Carub.0006s0633
AT5G22030	Carub.0006s1967
AT5G22040	Carub.0006s1968
AT5G07340	Carub.0006s0631
AT5G22050	Carub.0006s1969
AT5G07330	Carub.0006s0630
AT5G21960	Carub.0006s1960
AT5G21970	Carub.0006s1961
AT5G07420	Carub.0006s0639
AT5G61810	Carub.0008s2250
AT5G21280	Carub.0006s1962
AT5G61850	Carub.0008s2255
AT5G21990	Carub.0006s1963
AT5G07400	Carub.0006s0637
AT5G07390	Carub.0006s0636
AT5G22000	Carub.0006s1964
AT5G61830	Carub.0008s2253
AT5G07380	Carub.0006s0635
AT5G22010	Carub.0006s1965
AT5G61840	Carub.0008s2254
AT5G61790	Carub.0008s2248
AT5G61800	Carub.0008s2249
AT5G61770	Carub.0008s2246
AT2G11271	Carub.0008s2247
AT5G07470	Carub.0006s0645
AT5G22130	Carub.0006s1977
AT5G07460	Carub.0006s0643
AT5G07450	Carub.0006s0642
AT3G45100	Carub.0005s1090
AT5G07440	Carub.0006s0641
AT5G07430	Carub.0006s0640
AT3G45140	Carub.0005s1093
AT5G61720	Carub.0008s2241
AT5G22070	Carub.0006s1971
AT5G22080	Carub.0006s1972
AT3G45190	Carub.0005s1098
AT5G07500	Carub.0006s0649
AT5G22090	Carub.0006s1973
AT5G61750	Carub.0008s2244
AT3G45170	Carub.0005s1097
AT5G07490	Carub.0006s0648
AT5G22100	Carub.0006s1974
AT5G61760	Carub.0008s2245
AT3G45160	Carub.0005s1096
AT5G07480	Carub.0006s0647
AT5G61730	Carub.0008s2242
AT5G22110	Carub.0006s1975
AT5G07475	Carub.0006s0646
AT5G22120	Carub.0006s1976
AT5G61740	Carub.0008s2243
AT5G61670	Carub.0008s2237
AT5G61680	Carub.0008s2238
AT3G45090	Carub.0005s1089
AT5G61650	Carub.0008s2235
AT5G61660	Carub.0008s2236
AT5G07580	Carub.0006s0656
AT5G07550	Carub.0006s0653
AT5G07540	Carub.0006s0652
AT5G07530	Carub.0006s0651
AT5G61605	Carub.0008s2230
AT5G22170	Carub.0006s1981
AT5G22180	Carub.0006s1982
AT5G61630	Carub.0008s2233
AT5G07610	Carub.0006s0659
AT5G61640	Carub.0008s2234
AT5G07510	Carub.0006s0658
AT5G61610	Carub.0008s2231
AT5G07590	Carub.0006s0657
AT5G61620	Carub.0008s2232
AT5G61570	Carub.0008s2226
AT5G61580	Carub.0008s2227
AT5G61550	Carub.0008s2224
AT3G45200	Carub.0005s1099
AT5G61560	Carub.0008s2225
AT5G61590	Carub.0008s2228
AT5G61600	Carub.0008s2229
AT5G20820	Carub.0006s1911
AT5G20830	Carub.0006s1912
AT5G20840	Carub.0006s1913
AT5G20850	Carub.0006s1914
AT5G20860	Carub.0006s1915
AT5G20870	Carub.0006s1916
AT5G20885	Carub.0006s1917
AT5G20890	Carub.0006s1918
AT5G20810	Carub.0006s1910
AT3G44960	Carub.0005s1069
AT3G57170	Carub.0005s2399
AT3G44940	Carub.0005s1068
AT5G20930	Carub.0006s1924
AT5G20935	Carub.0006s1925
AT5G20940	Carub.0006s1926
AT5G20950	Carub.0006s1927
AT5G20960	Carub.0006s1928
AT5G20970	Carub.0006s1929
AT3G45050	Carub.0005s1083
AT3G45040	Carub.0005s1082
AT3G45020	Carub.0005s1081
AT5G20910	Carub.0006s1920
AT3G45060	Carub.0005s1084
AT3G45000	Carub.0005s1078
AT3G44990	Carub.0005s1077
AT5G21030	Carub.0006s1933
AT5G21040	Carub.0006s1934
AT5G21050	Carub.0006s1935
AT5G21060	Carub.0006s1936
AT5G21070	Carub.0006s1937
AT5G21080	Carub.0006s1938
AT5G21090	Carub.0006s1939
AT5G07165	Carub.0006s0609
AT3G44785	Carub.0005s1050
AT5G07160	Carub.0006s0608
AT5G07150	Carub.0006s0607
AT5G07140	Carub.0006s0606
AT3G57050	Carub.0005s2385
AT5G07130	Carub.0006s0605
AT3G57040	Carub.0005s2384
AT5G20980	Carub.0006s1930
AT5G07120	Carub.0006s0604
AT5G35210	Carub.0005s1053
AT3G57030	Carub.0005s2383
AT5G20990	Carub.0006s1931
AT5G07110	Carub.0006s0603
AT5G07100	Carub.0006s0602
AT5G21010	Carub.0006s1932
AT3G44780	Carub.0005s1047
AT1G76210	Carub.0002s2311
AT1G76200	Carub.0002s2310
AT3G44760	Carub.0005s1045
AT1G76240	Carub.0002s2313
AT3G44750	Carub.0005s1044
AT1G76220	Carub.0002s2312
AT1G76300	Carub.0002s2319
AT1G76290	Carub.0002s2318
AT1G76260	Carub.0002s2315
AT1G76250	Carub.0002s2314
AT1G76280	Carub.0002s2317
AT1G76270	Carub.0002s2316
AT5G07190	Carub.0006s0612
AT5G21130	Carub.0006s1944
AT5G07180	Carub.0006s0611
AT5G21140	Carub.0006s1945
AT5G07170	Carub.0006s0610
AT5G21150	Carub.0006s1946
AT5G21160	Carub.0006s1947
AT5G21170	Carub.0006s1948
AT5G21222	Carub.0006s1949
AT3G57090	Carub.0005s2391
AT3G44850	Carub.0005s1060
AT5G32613	Carub.0006s0618
AT3G57150	Carub.0005s2396
AT5G07225	Carub.0006s0616
AT3G44910	Carub.0005s1065
AT5G21100	Carub.0006s1940
AT3G57140	Carub.0005s2395
AT5G07220	Carub.0006s0615
AT3G44900	Carub.0005s1064
AT3G57130	Carub.0005s2394
AT3G44890	Carub.0005s1063
AT5G21105	Carub.0006s1942
AT3G57120	Carub.0005s2393
AT3G44880	Carub.0005s1062
AT5G21120	Carub.0006s1943
AT3G44830	Carub.0005s1058
AT1G76120	Carub.0002s2300
AT3G57070	Carub.0005s2388
AT3G44820	Carub.0005s1057
AT3G57062	Carub.0005s2387
AT3G57060	Carub.0005s2386
AT1G76130	Carub.0002s2301
AT1G76180	Carub.0002s2307
AT1G76190	Carub.0002s2309
AT1G76150	Carub.0002s2304
AT1G76140	Carub.0002s2303
AT1G76160	Carub.0002s2305
AT3G56891	Carub.0005s2363
AT3G56880	Carub.0005s2361
AT3G56870	Carub.0005s2360
AT3G56830	Carub.0005s2356
AT3G56820	Carub.0005s2355
AT3G56810	Carub.0005s2354
AT3G56860	Carub.0005s2359
AT3G56850	Carub.0005s2358
AT3G56840	Carub.0005s2357
AT3G56960	Carub.0005s2370
AT3G57000	Carub.0005s2374
AT3G56990	Carub.0005s2373
AT3G56980	Carub.0005s2372
AT3G56970	Carub.0005s2371
AT3G56930	Carub.0005s2367
AT3G56910	Carub.0005s2365
AT3G56900	Carub.0005s2364
AT3G44718	Carub.0005s1039
AT3G56950	Carub.0005s2369
AT3G56940	Carub.0005s2368
AT3G44370	Carub.0005s1010
AT3G56660	Carub.0005s2341
AT3G56650	Carub.0005s2340
AT3G44320	Carub.0005s1003
AT3G56600	Carub.0005s2334
AT3G56590	Carub.0005s2333
AT3G44290	Carub.0005s1001
AT3G56580	Carub.0005s2332
AT3G44280	Carub.0005s1000
AT3G56570	Carub.0005s2331
AT2G10970	Carub.0005s1007
AT3G44340	Carub.0005s1006
AT3G44330	Carub.0005s1005
AT3G56620	Carub.0005s2336
AT3G44326	Carub.0005s1004
AT3G44350	Carub.0005s1008
AT3G56640	Carub.0005s2339
AT5G20660	Carub.0006s1900
AT5G20670	Carub.0006s1901
AT5G20680	Carub.0006s1902
AT5G20690	Carub.0006s1903
AT5G20700	Carub.0006s1904
AT5G20710	Carub.0006s1905
AT5G20720	Carub.0006s1906
AT5G20730	Carub.0006s1907
AT3G56780	Carub.0005s2352
AT3G56770	Carub.0005s2351
AT3G56760	Carub.0005s2350
AT3G56710	Carub.0005s2345
AT3G60060	Carub.0005s2344
