AT2G36840	AL4G33040
AT1G23900	AL1G37650
AT1G22770	AL1G36320
AT3G13140	AL3G24880
AT3G01890	AL3G10240
AT2G35900	AL4G32000
AT2G38695	AL4G35990
AT2G37730	AL4G34660
AT5G62890	AL8G39900
AT2G37020	AL4G33330
AT1G14920	AL1G26970
AT1G12710	AL1G24310
AT1G31440	AL1G49610
AT3G02300	AL3G11580
AT3G01880	AL3G10250
AT2G46090	AL4G45320
AT3G22560	AL3G36880
AT3G21470	AL3G35550
AT1G76610	AL2G36750
AT1G64600	AL2G10160
AT5G52230	AL8G26610
AT3G61210	AL5G43480
AT3G59970	AL5G42150
AT5G62910	AL8G39930
AT4G32830	AL7G18900
AT1G23870	AL1G37620
AT1G26760	AL1G38950
AT1G52970	AL1G61300
AT1G53920	AL1G62630
AT1G55840	AL1G63960
AT3G13150	AL3G24890
AT1G02920	AL1G12360
AT1G04090	AL1G13690
AT3G11960	AL3G23560
AT2G35910	AL4G32010
AT2G37740	AL4G34670
AT5G44090	AL8G15960
AT1G65450	AL2G22140
AT5G44870	AL8G14630
AT1G14930	AL1G26980
AT1G13830	AL1G25650
AT2G37750	AL4G34680
AT1G12730	AL1G24320
AT3G02310	AL3G11590
AT3G01870	AL3G10260
AT2G19430	AL3G48850
AT3G22550	AL3G36870
AT2G46100	AL4G45330
AT2G47115	AL4G46660
AT5G52240	AL8G26620
AT3G61220	AL5G43490
AT1G75460	AL2G35430
AT1G76620	AL2G36760
AT1G64610	AL2G10150
AT1G02910	AL1G12350
AT1G74220	AL2G34100
AT3G59980	AL5G42160
AT5G62900	AL8G39920
AT1G01430	AL1G11020
AT1G23880	AL1G37630
AT1G22760	AL1G36300
AT1G26750	AL1G38960
AT3G21465	AL3G35540
AT1G04080	AL1G13680
AT1G53930	AL1G62640
AT1G55850	AL1G63970
AT3G11964	AL3G23570
AT2G35920	AL4G32020
AT1G31450	AL1G49600
AT2G37030	AL4G33350
AT5G44080	AL8G15970
AT1G65440	AL2G22130
AT1G11870	AL1G23040
AT2G37760	AL4G34690
AT1G32730	AL1G47010
AT1G31360	AL1G49670
AT1G33870	AL1G48340
AT2G37035	AL4G33360
AT3G01860	AL3G10270
AT1G43850	AL1G51990
AT1G64585	AL2G10180
AT1G75500	AL2G35480
AT1G74270	AL2G34150
AT3G21480	AL3G35570
AT2G44910	AL4G44010
AT3G59990	AL5G42170
AT1G22800	AL1G36350
AT1G21830	AL1G35020
AT1G02940	AL1G12380
AT1G01400	AL1G11050
AT1G55790	AL1G63900
AT1G65470	AL2G22160
AT2G35930	AL4G32030
AT1G43860	AL1G51980
AT1G11880	AL1G23050
AT2G37040	AL4G33370
AT2G35940	AL4G32040
AT1G64590	AL2G10170
AT3G22590	AL3G36890
AT2G44920	AL4G44020
AT3G60000	AL5G42180
AT1G22810	AL1G36360
AT5G44120	AL8G15910
AT1G02930	AL1G12370
AT3G10760	AL3G22260
AT3G11980	AL3G23590
AT1G12760	AL1G24350
AT1G43890	AL1G51970
AT5G53250	AL8G27900
AT1G35730	AL1G50640
AT3G01840	AL3G10290
AT3G20480	AL3G34260
AT1G76650	AL2G36790
AT3G60010	AL5G42190
AT1G74250	AL2G34130
AT1G23935	AL1G37660
AT1G01380	AL1G11070
AT2G44925	AL4G44030
AT2G47140	AL4G46690
AT1G65480	AL2G22180
AT3G10770	AL3G22270
AT1G11860	AL1G23030
AT2G37050	AL4G33390
AT1G12770	AL1G24360
AT1G43900	AL1G51960
AT1G35720	AL1G50630
AT1G33830	AL1G48310
AT1G13860	AL1G25690
AT2G35950	AL4G32060
AT1G31410	AL1G49640
AT5G58860	AL277U10020
AT1G75490	AL2G35470
AT1G64583	AL2G10190
AT1G74260	AL2G34140
AT1G22790	AL1G36340
AT1G02950	AL1G12390
AT2G44930	AL4G44040
AT2G46130	AL4G45370
AT1G21810	AL1G35010
AT2G26870	AL4G20090
AT2G15780	AL3G47560
AT1G55810	AL1G63930
AT5G51010	AL8G25220
AT3G25080	AL6G32810
AT2G29350	AL4G23910
AT5G53220	AL8G27880
AT5G52160	AL8G26550
AT5G63710	AL8G40860
AT1G11905	AL1G23080
AT3G20440	AL3G34160
AT5G09440	AL6G19830
AT1G33910	AL1G48380
AT1G62886	AL2G12840
AT5G10340	AL6G20830
AT1G53990	AL1G62690
AT2G38630	AL4G35900
AT1G76670	AL2G36810
AT5G60620	AL8G37210
AT5G61780	AL8G38540
AT5G62865	AL8G39870
AT2G22425	AL4G11930
AT2G21410	AL4G10600
AT2G14580	AL3G46140
AT5G35640	AL1G11090
AT4G15460	AL7G40090
AT4G10750	AL6G44800
AT1G22850	AL1G36390
AT3G10700	AL3G22170
AT2G15695	AL3G47470
AT1G32760	AL1G47040
AT5G21274	AL6G32820
AT1G07450	AL4G23900
AT5G51020	AL8G25230
AT5G52180	AL8G26560
AT5G38490	AL7G52080
AT3G20430	AL3G34150
AT5G63700	AL8G40850
AT3G21400	AL3G35480
AT5G09430	AL6G19820
AT1G11910	AL1G23090
AT1G33920	AL1G48370
AT1G51220	AL1G59020
AT5G60615	AL8G37200
AT1G51980	AL1G60040
AT5G10350	AL6G20840
AT5G61770	AL8G38530
AT2G38640	AL4G35910
AT5G62860	AL8G39860
AT2G22420	AL4G11920
AT1G01360	AL1G11084
AT2G15690	AL3G47460
AT1G21870	AL1G35070
AT3G10710	AL3G22180
AT2G19460	AL3G48790
AT1G32750	AL1G47030
AT1G66720	AL2G24840
AT1G33930	AL1G48360
AT1G11890	AL1G23060
AT1G35750	AL1G50680
AT5G52190	AL8G26570
AT5G38520	AL7G52050
AT1G12780	AL1G24390
AT1G53030	AL1G61380
AT5G08139	AL6G18520
AT1G63700	AL2G11530
AT5G09450	AL6G19850
AT1G64580	AL2G10200
AT1G62870	AL2G12860
AT1G22830	AL1G36370
AT1G51210	AL1G59010
AT1G21840	AL1G35040
AT5G10310	AL6G20810
AT2G22410	AL4G11910
AT5G60640	AL8G37230
AT5G61800	AL8G38560
AT4G15475	AL7G40070
AT3G10720	AL3G22190
AT1G33880	AL1G48350
AT1G31350	AL1G49680
AT1G32740	AL1G47020
AT5G21222	AL6G32800
AT5G51030	AL8G25250
AT4G16095	AL7G39090
AT5G38510	AL7G52060
AT1G11900	AL1G23070
AT1G53035	AL1G61390
AT1G52000	AL1G60060
AT5G08130	AL6G18510
AT1G51200	AL1G59000
AT2G22400	AL4G11900
AT1G76660	AL2G36800
AT5G60630	AL8G37220
AT5G10320	AL6G20820
AT5G61790	AL8G38550
AT5G52200	AL8G26580
AT5G62880	AL8G39880
AT4G15470	AL7G40080
AT2G37678	AL4G34600
AT2G38650	AL4G35930
AT1G22840	AL1G36380
AT2G15730	AL3G47480
AT1G65481	AL2G22200
AT1G32780	AL1G47090
AT4G35950	AL7G15090
AT5G53190	AL8G27840
AT5G38560	AL7G52030
AT1G75540	AL2G35520
AT1G76700	AL2G36850
AT5G61740	AL8G38500
AT1G63680	AL2G11550
AT1G64550	AL2G10220
AT1G52980	AL1G61320
AT2G38660	AL4G35940
AT2G37680	AL4G34610
AT4G25930	AL7G27070
AT2G14620	AL3G46180
AT5G44160	AL8G15860
AT4G35970	AL7G15080
AT1G32770	AL1G47080
AT1G76710	AL2G36860
AT5G38530	AL7G52040
AT3G20470	AL3G34190
AT1G75550	AL2G35530
AT1G64570	AL2G10210
AT1G74350	AL2G34200
AT1G55865	AL1G63990
AT5G63660	AL8G40800
AT1G63690	AL2G11540
AT4G12170	AL1G61330
AT1G51960	AL1G60000
AT5G10300	AL6G20800
AT4G15480	AL7G40060
AT4G25940	AL7G27060
AT2G38670	AL4G35950
AT5G44150	AL8G15870
AT4G24800	AL7G28390
AT3G49500	AL5G29290
AT4G16130	AL7G39040
AT5G53200	AL8G27860
AT1G63660	AL2G11570
AT5G52150	AL8G26530
AT5G09420	AL6G19810
AT5G63690	AL8G40840
AT1G53000	AL1G61340
AT1G75510	AL2G35500
AT1G76680	AL2G36830
AT5G61760	AL8G38520
AT5G62850	AL8G39850
AT4G25920	AL7G27090
AT1G51965	AL1G60010
AT2G37700	AL4G34630
AT4G13830	AL7G42690
AT4G14670	AL7G41360
AT5G44140	AL8G15880
AT5G45500	AL8G13220
AT4G15490	AL7G40030
AT2G38680	AL4G35960
AT1G65960	AL2G23550
AT1G51250	AL1G59050
AT1G21880	AL1G35080
AT3G49490	AL5G29280
AT5G53210	AL8G27870
AT4G16120	AL7G39050
AT5G52155	AL8G26540
AT5G09410	AL6G19800
AT1G33900	AL1G48390
AT1G63670	AL2G11560
AT5G63680	AL8G40830
AT1G53010	AL1G61350
AT1G76690	AL2G36840
AT1G51970	AL1G60020
AT5G63670	AL8G40820
AT1G75520	AL2G35510
AT5G61750	AL8G38510
AT5G62840	AL8G39840
AT5G44130	AL8G15890
AT5G45490	AL8G13230
AT1G21890	AL1G35090
AT2G37710	AL4G34640
AT1G51240	AL1G59040
AT3G51160	AL5G31590
AT5G20020	AL6G31560
AT2G26810	AL4G20000
AT4G16141	AL7G39020
AT5G21930	AL6G32890
AT5G60700	AL8G37290
AT2G27380	AL4G21330
AT4G36000	AL7G15050
AT4G34830	AL7G16380
AT2G27690	AL4G22660
AT4G08390	AL6G42220
AT4G15510	AL7G40010
AT5G07080	AL6G17250
AT4G13100	AL9U11040
AT4G23670	AL7G29690
AT2G21500	AL4G10680
AT4G25970	AL7G27030
AT4G24820	AL7G28360
AT5G18890	AL6G30240
AT5G20030	AL6G31570
AT3G51150	AL5G31580
AT4G34840	AL7G16370
AT2G27370	AL4G21320
AT4G22840	AL7G30670
AT5G60690	AL8G37280
AT4G16140	AL7G39030
AT4G36010	AL7G15040
AT4G08380	AL6G42210
AT5G07070	AL6G17240
AT5G08180	AL6G18570
AT2G21490	AL4G10674
AT2G26360	AL4G19000
AT4G13840	AL7G42680
AT4G15500	AL7G40020
AT4G25980	AL7G27020
AT4G24830	AL7G28350
AT4G23680	AL7G29680
AT5G20010	AL6G31540
AT3G51140	AL5G31570
AT4G35980	AL7G15070
AT3G49480	AL5G29250
AT4G16144	AL7G39000
AT5G21900	AL6G32870
AT5G18850	AL6G30210
AT3G28840	AL5G18590
AT3G27830	AL5G17260
AT4G25950	AL7G27050
AT4G24805	AL7G28380
AT2G21480	AL4G10660
AT5G18860	AL6G30220
AT5G18040	AL6G29230
AT3G50110	AL5G30230
AT4G22830	AL7G30690
AT4G35985	AL7G15060
AT2G29400	AL4G23960
AT3G49470	AL5G29240
AT5G21920	AL6G32880
AT4G34810	AL7G16390
AT4G16143	AL7G39010
AT4G10800	AL6G44850
AT4G15520	AL7G40000
AT4G14680	AL7G41330
AT4G24810	AL7G28370
AT2G21470	AL4G10650
AT5G35110	AL7G43990
AT2G22475	AL4G11980
AT2G17980	AL6G43520
AT4G25960	AL7G27040
AT5G21430	AL6G32850
AT5G18037	AL6G29200
AT4G24880	AL7G28320
AT3G51130	AL5G31550
AT4G21895	AL7G31970
AT3G50100	AL5G30220
AT5G60660	AL8G37250
AT5G61820	AL8G38580
AT4G33790	AL7G17670
AT4G34870	AL7G16340
AT2G29390	AL4G23950
AT5G19990	AL6G31520
AT5G08150	AL6G18540
AT5G07050	AL6G17210
AT5G09470	AL6G19870
AT4G36040	AL7G15010
AT3G27820	AL5G17240
AT5G52210	AL8G26590
AT5G24510	AL5G29236
AT4G14695	AL7G41300
AT4G13090	AL9U11084
AT5G51040	AL8G25260
AT2G22470	AL4G11970
AT2G21465	AL4G10640
AT4G23710	AL7G29650
AT4G10790	AL6G44840
AT4G24890	AL7G28310
AT4G21900	AL7G31960
AT3G50090	AL5G30210
AT3G52280	AL5G32870
AT3G51120	AL5G31540
AT2G29380	AL4G23940
AT5G61810	AL8G38570
AT4G32760	AL7G18990
AT4G33800	AL7G17660
AT5G18840	AL6G30200
AT5G21482	AL6G32860
AT5G20000	AL6G31530
AT5G09460	AL6G19860
AT5G08141	AL6G18530
AT4G36050	AL7G15000
AT4G34880	AL7G16330
AT4G13850	AL7G42640
AT4G14690	AL7G41310
AT5G60650	AL8G37240
AT3G42660	AL5G20890
AT2G22460	AL4G11960
AT3G62150	AL5G44800
AT5G10380	AL6G20880
AT5G21326	AL6G32830
AT3G52270	AL5G32860
AT4G22850	AL7G30660
AT4G34850	AL7G16360
AT2G29370	AL4G23930
AT3G49450	AL5G29210
AT5G60680	AL8G37270
AT5G19970	AL6G31500
AT4G36020	AL7G15030
AT4G13890	AL7G42610
AT5G08170	AL6G18560
AT5G09490	AL6G19890
AT5G35090	AL7G43940
AT2G22450	AL4G11950
AT2G21440	AL4G10620
AT5G51050	AL8G25280
AT3G62140	AL5G44810
AT4G10770	AL6G44820
AT4G25990	AL7G27010
AT4G24840	AL7G28340
AT4G23690	AL7G29670
AT4G22860	AL7G30650
AT3G52260	AL5G32850
AT2G29360	AL4G23920
AT4G33780	AL7G17680
AT3G51100	AL5G31520
AT4G34860	AL7G16350
AT5G61830	AL8G38590
AT4G36030	AL7G15020
AT5G19980	AL6G31510
AT3G03190	AL3G12800
AT5G08160	AL6G18550
AT5G09480	AL6G19880
AT3G27810	AL5G17230
AT2G21430	AL4G10610
AT5G35100	AL7G43950
AT2G22430	AL4G11940
AT4G10760	AL6G44810
AT4G24860	AL7G28330
AT4G23700	AL7G29660
AT4G25730	AL7G27310
AT4G23493	AL7G29970
AT3G13170	AL3G24910
AT4G14510	AL7G41620
AT4G37200	AL7G14000
AT4G35770	AL7G15330
AT4G34555	AL7G16660
AT3G29575	AL5G19620
AT4G13620	AL7G42950
AT3G63090	AL5G45920
AT1G65410	AL2G22080
AT3G43920	AL5G21950
AT4G22650	AL7G30954
AT4G22640	AL7G30956
AT3G03305	AL3G12930
AT4G24570	AL7G28630
AT4G25740	AL7G27300
AT3G13175	AL3G24920
AT4G15953	AL7G39310
AT4G35780	AL7G15320
AT4G33540	AL7G17980
AT4G34560	AL7G16650
AT4G14500	AL7G41630
AT3G28670	AL5G18300
AT4G13440	AL9U10120
AT3G61980	AL5G44600
AT3G63095	AL5G45930
AT3G03310	AL3G12940
AT3G02320	AL3G11610
AT4G26840	AL7G26000
AT4G22600	AL7G30980
AT5G18940	AL6G30290
AT3G29400	AL5G19600
AT1G74150	AL2G34050
AT4G34540	AL7G16680
AT4G35750	AL7G15350
AT1G05960	AL1G15910
AT3G13180	AL3G24930
AT4G14540	AL7G41600
AT3G22630	AL3G36920
AT4G37220	AL7G14020
AT3G63110	AL5G45940
AT3G61990	AL5G44610
AT4G12980	AL9U11420
AT3G25140	AL26U10010
AT4G24550	AL7G28660
AT4G23470	AL7G29990
AT3G03320	AL3G12950
AT3G02330	AL3G11620
AT3G12000	AL3G23610
AT4G24560	AL7G28650
AT4G25720	AL7G27320
AT4G22620	AL7G30970
AT1G75430	AL2G35390
AT1G74160	AL2G34060
AT1G05950	AL1G15900
AT3G13190	AL3G24940
AT4G13630	AL7G42940
AT4G14520	AL7G41610
AT3G22620	AL3G36910
AT4G37210	AL7G14010
AT4G35760	AL7G15340
AT3G62000	AL5G44620
AT1G65420	AL2G22090
AT4G13450	AL9U10100
AT4G23490	AL7G29980
AT3G01830	AL3G10300
AT3G25150	AL26U10020
AT2G19400	AL3G48920
AT4G22670	AL7G30920
AT3G12010	AL3G23620
AT5G18920	AL6G30270
AT4G24590	AL7G28600
AT4G23510	AL7G29930
AT3G13200	AL3G24950
AT4G13650	AL7G42900
AT1G04880	AL1G14600
AT4G34590	AL7G16620
AT3G21500	AL3G35610
AT4G13640	AL7G42910
AT3G63120	AL5G45960
AT3G61090	AL5G43300
AT4G09890	AL6G43590
AT4G33565	AL7G17950
AT3G62010	AL5G44630
AT5G07110	AL6G17290
AT1G27470	AL1G40900
AT3G03340	AL3G12970
AT3G02340	AL3G11640
AT3G01820	AL3G10310
AT4G22680	AL7G30910
AT3G43910	AL5G21910
AT3G10800	AL3G22300
AT2G19410	AL3G48910
AT3G12020	AL3G23630
AT5G18930	AL6G30280
AT5G18090	AL6G29290
AT1G05970	AL1G15920
AT1G25420	AL1G39910
AT5G61570	AL8G38290
AT4G33580	AL7G17940
AT2G19610	AL4G20390
AT3G21490	AL3G35600
AT3G62020	AL5G44640
AT4G08460	AL6G42250
AT3G63130	AL5G45970
AT3G61100	AL5G43310
AT5G07100	AL6G17280
AT3G03341	AL3G12980
AT3G02350	AL3G11650
AT3G01810	AL3G10320
AT1G14630	AL1G26600
AT3G43860	AL5G21900
AT4G24580	AL7G28620
AT4G23500	AL7G29950
AT5G18900	AL6G30250
AT2G19385	AL3G48940
AT3G10810	AL3G22310
AT5G20040	AL6G31580
AT5G18070	AL6G29260
AT3G12030	AL3G23640
AT1G74210	AL2G34090
AT3G13210	AL3G24970
AT1G04900	AL1G14620
AT4G35783	AL7G15310
AT1G06000	AL1G15950
AT4G08455	AL6G42240
AT3G63140	AL5G45980
AT3G21520	AL3G35630
AT4G33550	AL7G17970
AT3G62050	AL5G44650
AT3G22660	AL3G36960
AT4G34570	AL7G16640
AT2G26530	AL4G19390
AT4G13430	AL9U10130
AT3G02360	AL3G11660
AT3G01800	AL3G10330
AT1G15770	AL1G27900
AT2G15830	AL3G47600
AT5G18910	AL6G30260
AT2G19390	AL3G48930
AT3G10815	AL3G22320
AT5G20045	AL6G31590
AT3G12040	AL3G23650
AT3G13220	AL3G24980
AT1G04890	AL1G14610
AT1G05990	AL1G15940
AT4G08450	AL6G42230
AT3G63150	AL5G45990
AT4G10840	AL6G44890
AT3G59880	AL5G42000
AT3G22640	AL3G36950
AT3G21510	AL3G35620
AT4G33560	AL7G17960
AT4G34580	AL7G16630
AT3G01790	AL3G10340
AT1G15810	AL1G27960
AT1G14660	AL1G26630
AT3G09770	AL3G21000
AT2G19360	AL3G48960
AT2G14660	AL3G46300
AT3G02380	AL3G11680
AT3G12050	AL3G23660
AT2G45210	AL4G44330
AT3G22680	AL3G36980
AT2G46370	AL4G45660
AT2G47430	AL4G46990
AT1G77750	AL2G37980
AT3G11880	AL2G10020
AT1G62970	AL2G12680
AT1G76510	AL2G36650
AT1G03760	AL1G13310
AT1G25380	AL1G39940
AT4G33600	AL7G17910
AT1G06020	AL1G15970
AT1G04920	AL1G14640
AT1G26940	AL1G38610
AT3G21540	AL3G35650
AT3G13222	AL3G24990
AT3G01780	AL3G10350
AT2G35000	AL4G31020
AT2G36250	AL4G32350
AT2G37300	AL4G33680
AT1G54500	AL1G64910
AT5G53840	AL8G28900
AT1G15820	AL1G27970
AT1G13570	AL1G25310
AT2G37310	AL4G33690
AT3G02400	AL3G11690
AT3G01770	AL3G10360
AT3G09780	AL3G21010
AT2G19380	AL3G48950
AT3G10820	AL3G22340
AT2G16810	AL3G47620
AT2G44130	AL4G43010
AT2G45220	AL4G44340
AT2G46375	AL4G45670
AT1G63800	AL2G11340
AT1G03750	AL1G13300
AT1G77760	AL2G37990
AT1G75390	AL2G35330
AT1G45233	AL1G52910
AT1G74090	AL2G34000
AT1G06010	AL1G15960
AT3G62030	AL5G44680
AT1G25375	AL1G39950
AT1G04910	AL1G14630
AT1G26930	AL1G38620
AT3G22670	AL3G36970
AT3G21530	AL3G35640
AT3G12060	AL3G23670
AT2G35010	AL4G31030
AT2G36255	AL4G32360
AT1G67410	AL2G25980
AT1G54510	AL1G64920
AT1G27500	AL1G40930
AT5G53850	AL8G28910
AT1G15790	AL1G27940
AT2G36270	AL4G32370
AT3G01760	AL3G10370
AT3G09790	AL3G21020
AT3G21560	AL3G35670
AT2G45240	AL4G44350
AT2G44140	AL4G43020
AT1G25400	AL1G39920
AT1G63770	AL2G11370
AT1G45231	AL1G52900
AT1G77730	AL2G37960
AT3G61120	AL5G43360
AT4G33585	AL7G17930
AT1G76490	AL2G36630
AT1G75370	AL2G35300
AT1G04940	AL1G14660
AT1G02660	AL1G12000
AT4G34600	AL7G16600
AT2G46380	AL4G45680
AT3G19580	AL3G33010
AT1G06040	AL1G15990
AT2G19330	AL3G48980
AT2G15860	AL3G47650
AT2G35020	AL4G31040
AT1G55550	AL1G63600
AT1G14640	AL1G26610
AT5G43410	AL8G16930
AT1G15800	AL1G27950
AT2G35030	AL4G31050
AT3G01750	AL3G10380
AT3G21550	AL3G35660
AT2G44150	AL4G43030
AT1G26945	AL1G38600
AT1G64720	AL2G10030
AT5G53860	AL8G28920
AT1G76500	AL2G36640
AT1G63780	AL2G11360
AT1G62960	AL2G12690
AT1G77740	AL2G37970
AT3G61130	AL5G43370
AT1G75380	AL2G35310
AT1G04930	AL1G14650
AT4G33590	AL7G17920
AT1G03770	AL1G13320
AT1G25390	AL1G39930
AT3G19570	AL3G33000
AT1G55560	AL1G63610
AT2G19350	AL3G48970
AT3G09800	AL3G21030
AT3G10840	AL3G22360
AT1G27480	AL1G40910
AT2G35035	AL4G31060
AT1G14686	AL1G26670
AT1G31175	AL1G49310
AT1G13600	AL1G25340
AT1G64700	AL2G10060
AT1G75410	AL2G35360
AT3G20540	AL3G34360
AT1G74120	AL2G34030
AT3G61140	AL5G43380
AT5G38700	AL1G12020
AT3G59890	AL5G42050
AT2G45270	AL4G44370
AT2G44160	AL4G43040
AT1G03790	AL1G13350
AT1G23560	AL1G37320
AT1G04950	AL1G14680
AT3G09810	AL3G21040
AT2G15880	AL3G47670
AT3G10850	AL3G22370
AT1G65380	AL2G22040
AT4G13000	AL9U11400
AT2G12480	AL3G45000
AT1G14687	AL1G26680
AT2G35040	AL4G31070
AT3G20530	AL3G34350
AT1G63740	AL2G11380
AT1G75420	AL2G35370
AT3G19590	AL3G33020
AT3G21570	AL3G35680
AT3G61150	AL5G43390
AT1G64710	AL2G10050
AT3G59900	AL5G42060
AT1G23570	AL1G37330
AT1G26910	AL1G38660
AT1G02680	AL1G12010
AT1G25340	AL1G39990
AT1G22480	AL1G36000
AT1G04945	AL1G14670
AT2G45280	AL4G44380
AT2G19320	AL3G48990
AT3G09820	AL3G21050
AT3G10860	AL3G22380
AT1G14680	AL1G26650
AT1G13580	AL1G25320
AT1G15825	AL1G27980
AT2G35050	AL4G31080
AT3G19615	AL3G33050
AT1G64680	AL2G10080
AT1G43560	AL1G51610
AT1G76540	AL2G36670
AT1G74100	AL2G34010
AT3G59910	AL5G42070
AT1G25370	AL1G39960
AT1G27530	AL1G40960
AT1G03810	AL1G13370
AT1G23540	AL1G37300
AT1G26920	AL1G38630
AT2G12550	AL3G45030
AT3G09830	AL3G21060
AT3G10870	AL3G22390
AT1G13590	AL1G25330
AT1G14685	AL1G26660
AT3G19610	AL3G33040
AT1G64690	AL2G10070
AT1G75400	AL2G35350
AT1G74110	AL2G34020
AT3G59920	AL5G42080
AT1G43245	AL1G51600
AT1G27520	AL1G40950
AT1G04960	AL1G14690
AT1G23550	AL1G37310
AT1G03800	AL1G13360
AT1G25360	AL1G39970
AT5G61710	AL1G12030
AT2G15890	AL3G47680
AT3G09840	AL3G21070
AT1G54490	AL1G64900
AT1G65930	AL2G23385
AT2G47350	AL4G46910
AT5G21970	AL6G32930
AT2G28410	AL4G21610
AT1G43630	AL1G51670
AT1G35470	AL1G50340
AT1G13608	AL1G25380
AT5G20050	AL6G31600
AT5G64460	AL8G41830
AT3G20500	AL3G34280
AT5G63440	AL8G40500
AT5G08230	AL6G18620
AT5G09550	AL6G19950
AT1G53660	AL1G62330
AT1G55600	AL1G63660
AT5G62620	AL8G39510
AT5G10450	AL6G20950
AT2G37230	AL4G33600
AT1G02690	AL1G12060
AT2G21720	AL4G10960
AT5G43430	AL8G16870
AT1G03830	AL1G13390
AT5G44350	AL8G15540
AT2G37960	AL4G34930
AT3G10790	AL3G22290
AT2G15820	AL3G47590
AT5G21280	AL6G32940
AT1G31170	AL1G49340
AT1G13609	AL1G25392
AT2G28420	AL4G21600
AT1G13610	AL1G25394
AT1G43620	AL1G51660
AT2G47360	AL4G46920
AT5G20060	AL6G31610
AT5G08200	AL6G18610
AT3G20490	AL3G34270
AT5G09540	AL6G19940
AT1G53670	AL1G62340
AT5G64440	AL8G41810
AT1G22500	AL1G36040
AT5G62610	AL8G39500
AT1G03820	AL1G13380
AT1G76560	AL2G36700
AT2G37970	AL4G34940
AT5G43420	AL8G16880
AT5G44345	AL8G15550
AT1G14688	AL1G26690
AT1G13605	AL1G25360
AT5G21950	AL6G32910
AT5G53820	AL8G28870
AT5G63460	AL8G40520
AT2G46300	AL4G45600
AT5G64480	AL8G41850
AT5G07130	AL6G17310
AT5G08240	AL6G18640
AT5G09570	AL6G19970
AT1G26900	AL1G38670
AT1G53680	AL1G62350
AT1G55610	AL1G63680
AT5G61510	AL8G38200
AT5G10430	AL6G20930
AT2G21710	AL4G10940
AT5G44340	AL8G15560
AT2G37975	AL4G34950
AT2G37240	AL4G33620
AT1G02705	AL1G12080
AT1G43580	AL1G51640
AT1G35460	AL1G50310
AT1G13607	AL1G25370
AT5G21960	AL6G32920
AT5G53010	AL8G27550
AT5G51910	AL8G26220
AT1G55620	AL1G63690
AT2G46310	AL4G45610
AT5G63450	AL8G40510
AT5G64470	AL8G41840
AT3G20510	AL3G34290
AT5G07120	AL6G17300
AT5G09560	AL6G19960
AT1G23590	AL1G37350
AT5G10440	AL6G20940
AT2G37980	AL4G34960
AT2G37250	AL4G33630
AT5G44330	AL8G15570
AT1G02700	AL1G12070
AT2G36200	AL4G32300
AT3G50920	AL5G31280
AT3G50910	AL5G31270
AT4G16660	AL7G38090
AT2G46320	AL4G45620
AT1G31160	AL1G49390
AT1G64650	AL2G10100
AT1G76590	AL2G36730
AT1G75440	AL2G35400
AT1G62935	AL2G12760
AT2G21690	AL4G10920
AT1G55570	AL1G63620
AT5G10410	AL6G20910
AT2G37260	AL4G33640
AT2G36210	AL4G32310
AT5G44380	AL8G15500
AT2G37990	AL4G34970
AT1G22530	AL1G36070
AT3G50900	AL5G31260
AT3G52050	AL5G32590
AT5G21940	AL6G32900
AT2G47400	AL4G46960
AT5G09500	AL6G19900
AT2G45180	AL4G44300
AT2G46330	AL4G45630
AT1G54520	AL1G64960
AT1G75450	AL2G35410
AT1G76600	AL2G36740
AT1G62940	AL2G12750
AT1G53640	AL1G62300
AT1G55580	AL1G63630
AT1G02720	AL1G12090
AT4G26740	AL7G26090
AT1G22540	AL1G36080
AT2G38000	AL4G34980
AT2G36220	AL4G32320
AT2G37270	AL4G33650
AT1G65950	AL2G23430
AT3G52040	AL5G32580
AT1G35510	AL1G50360
AT2G46340	AL4G45640
AT2G47410	AL4G46970
AT1G63720	AL2G11450
AT5G09530	AL6G19930
AT5G08190	AL6G18600
AT2G45190	AL4G44310
AT2G21680	AL4G10900
AT1G64630	AL2G10120
AT1G76570	AL2G36710
AT5G64430	AL8G41800
AT1G53645	AL1G62310
AT1G55590	AL1G63640
AT1G54530	AL1G64970
AT2G36230	AL4G32330
AT5G44370	AL8G15520
AT1G23610	AL1G37380
AT2G38010	AL4G34990
AT2G37280	AL4G33660
AT3G52030	AL5G32570
AT3G50890	AL5G31240
AT1G35490	AL1G50350
AT4G16670	AL7G38080
AT2G45200	AL4G44320
AT2G46360	AL4G45650
AT2G47420	AL4G46980
AT5G09520	AL6G19920
AT5G53800	AL8G28840
AT1G22080	AL1G49360
AT1G12620	AL1G24080
AT1G64640	AL2G10110
AT1G76580	AL2G36720
AT1G54540	AL1G64980
AT1G53650	AL1G62320
AT2G34990	AL4G31010
AT2G36240	AL4G32340
AT1G22520	AL1G36060
AT2G37290	AL4G33670
AT5G44360	AL8G15530
AT5G05050	AL5G33890
AT5G19000	AL6G30350
AT5G20130	AL6G31680
AT3G50880	AL5G31230
AT5G17030	AL6G28030
AT4G16690	AL7G38050
AT5G27260	AL8G38260
AT4G15890	AL7G39380
AT1G17060	AL7G51020
AT1G52760	AL1G61080
AT3G32980	AL5G20580
AT4G09970	AL6G43670
AT4G08530	AL6G42340
AT5G07170	AL6G17370
AT2G26520	AL4G19370
