AT1G56060	CARHR045780
AT2G32970	CARHR126920
AT2G22430	CARHR113620
AT3G45400	CARHR150430
AT3G28760	CARHR151760
ATCG00740	CARHR282230
AT2G02370	CARHR283560
AT5G42290	CARHR284890
AT1G70920	CARHR064190
AT3G14320	CARHR089470
AT3G26950	CARHR148130
AT3G16565	CARHR091770
AT2G04940	CARHR102970
AT5G50930	CARHR257290
AT3G15400	CARHR090440
AT2G22420	CARHR113600
AT2G26150	CARHR114930
AT3G13480	CARHR088140
AT3G53810	CARHR163740
AT5G57840	CARHR271580
AT5G54330	CARHR269260
AT2G42430	CARHR137480
AT5G57830	CARHR271570
AT3G02190	CARHR076160
AT2G41040	CARHR136150
AT2G26170	CARHR114940
AT5G46130	CARHR175720
AT5G52650	CARHR283550
AT5G42270	CARHR284880
AT5G50080	CARHR258590
AT3G26990	CARHR148140
AT3G52620	CARHR162440
AT5G56550	CARHR270230
AT4G25835	CARHR233290
AT3G53850	CARHR163770
AT3G51540	CARHR161110
AT5G58950	CARHR272890
AT2G42450	CARHR137490
AT5G57820	CARHR271560
AT3G53880	CARHR163780
AT4G37220	CARHR245280
AT5G54320	CARHR269250
AT2G32960	CARHR126900
AT5G13730	CARHR199720
AT3G25240	CARHR101600
AT5G46100	CARHR175750
AT2G14860	CARHR284870
AT5G47050	CARHR174420
AT3G28780	CARHR151780
AT3G26980	CARHR148150
AT3G51520	CARHR161100
AT4G25830	CARHR233280
AT3G52610	CARHR162430
AT5G58940	CARHR272880
AT2G41060	CARHR136170
AT5G55860	CARHR269240
AT5G57810	CARHR271550
AT4G37210	CARHR245290
AT5G25440	CARHR187760
ATCG00710	CARHR282200
AT5G13710	CARHR199730
ATMG01360	CARHR283530
AT2G14850	CARHR284860
AT5G46110	CARHR175740
AT5G47020	CARHR174450
AT3G27925	CARHR149490
AT5G25610	CARHR187720
AT4G37240	CARHR245260
AT5G58930	CARHR272870
AT5G57800	CARHR271540
AT1G17220	CARHR017800
AT2G41070	CARHR136180
AT1G05055	CARHR004500
AT2G04890	CARHR102910
AT1G06270	CARHR005830
ATMG01350	CARHR283520
AT5G47030	CARHR174440
AT5G13740	CARHR199700
AT4G09890	CARHR260880
AT3G26960	CARHR148170
AT3G52630	CARHR162450
AT4G37235	CARHR245270
AT3G52640	CARHR162460
AT5G58920	CARHR272860
AT5G57790	CARHR271530
AT2G41080	CARHR136190
AT5G13720	CARHR199710
AT1G06260	CARHR005820
AT1G51370	CARHR284840
AT2G04900	CARHR102920
AT5G55850	CARHR269220
AT5G46090	CARHR175760
AT5G47040	CARHR174430
AT3G62830	CARHR173100
AT3G13520	CARHR088190
AT4G26970	CARHR234580
AT4G25800	CARHR233250
AT3G62880	CARHR173140
AT5G14900	CARHR198440
AT1G31335	CARHR030800
AT5G13670	CARHR199770
AT1G17235	CARHR017830
AT1G16010	CARHR016500
AT5G50970	CARHR257220
AT5G25580	CARHR187790
AT3G51570	CARHR161160
AT4G12170	CARHR221270
AT5G58910	CARHR272850
AT5G28490	CARHR185130
AT5G57785	CARHR271520
AT5G27000	CARHR186460
AT5G16210	CARHR197100
AT5G04970	CARHR208290
AT1G30450	CARHR029820
AT4G36870	CARHR245240
AT5G55840	CARHR269210
AT4G26965	CARHR234570
AT5G47010	CARHR174460
AT4G25790	CARHR233240
AT5G16180	CARHR197120
AT3G27000	CARHR148190
AT5G14895	CARHR198450
AT5G13660	CARHR199780
AT1G17240	CARHR017820
AT4G16210	CARHR222590
AT3G51560	CARHR161150
AT5G58900	CARHR272840
AT5G28530	CARHR185140
AT5G57780	CARHR271510
AT5G27020	CARHR186470
AT2G14835	CARHR284820
AT1G05060	CARHR004510
AT2G04880	CARHR102900
AT5G55830	CARHR269200
AT1G29195	CARHR028500
AT4G40060	CARHR246580
AT5G13690	CARHR199750
AT1G16020	CARHR016520
AT5G28300	CARHR185100
AT5G50100	CARHR258530
AT1G17260	CARHR017850
AT4G25820	CARHR233270
AT4G38860	CARHR247880
AT4G40070	CARHR246550
AT5G49150	CARHR186440
AT5G58890	CARHR272830
AT3G51590	CARHR161180
AT5G57770	CARHR271500
AT2G14830	CARHR284810
AT1G03890	CARHR003210
AT5G13700	CARHR199740
AT4G36860	CARHR245220
AT1G05070	CARHR004540
AT4G14760	CARHR221290
AT5G46970	CARHR174480
AT5G14910	CARHR198430
AT5G13680	CARHR199760
AT1G17230	CARHR017840
AT5G50090	CARHR258540
AT5G50990	CARHR257210
AT4G26980	CARHR234590
AT4G38850	CARHR247890
AT5G25590	CARHR187780
AT3G51580	CARHR161170
AT5G28470	CARHR185120
AT2G14825	CARHR284800
AT5G58880	CARHR272820
AT1G03870	CARHR003200
AT1G05065	CARHR004530
AT5G14920	CARHR198420
AT1G30440	CARHR029810
AT1G06280	CARHR005860
AT5G04895	CARHR208370
AT5G14870	CARHR198480
AT5G06300	CARHR207040
AT4G28280	CARHR235990
AT4G24610	CARHR232000
AT3G62900	CARHR173180
AT4G09970	CARHR260950
AT5G50030	CARHR258630
AT1G31240	CARHR030720
AT4G08950	CARHR259960
AT4G16310	CARHR222680
AT4G14800	CARHR221350
AT4G40020	CARHR246650
AT5G63820	CARHR272930
AT1G29100	CARHR028410
AT5G57860	CARHR271600
AT4G37190	CARHR245320
AT1G52570	CARHR042700
AT1G06230	CARHR005770
AT1G03780	CARHR003110
AT1G05010	CARHR004440
AT5G16140	CARHR197160
AT5G06310	CARHR207050
AT4G28270	CARHR235980
AT5G14860	CARHR198490
AT1G15900	CARHR016410
AT5G44973	CARHR030730
AT5G50020	CARHR258640
AT4G08960	CARHR259970
AT1G17160	CARHR017740
AT4G16280	CARHR222670
AT4G14790	CARHR221340
AT3G51600	CARHR161190
AT1G03770	CARHR003100
AT1G30360	CARHR029750
AT1G52580	CARHR042710
AT4G35655	CARHR244000
AT4G37180	CARHR245330
AT5G04890	CARHR208380
AT1G06225	CARHR005760
AT4G27020	CARHR234680
AT5G13650	CARHR199790
AT4G25880	CARHR233350
AT4G24630	CARHR232020
AT1G31220	CARHR030700
AT5G14890	CARHR198460
AT5G16170	CARHR197130
AT1G14610	CARHR015110
AT4G09960	CARHR260930
AT4G08920	CARHR259940
AT1G17190	CARHR017770
AT5G27030	CARHR186480
AT4G14815	CARHR221370
AT4G14030	CARHR220040
AT5G28500	CARHR185150
AT4G37200	CARHR245300
AT1G03800	CARHR003130
AT5G04885	CARHR208390
AT5G06320	CARHR207060
AT5G14880	CARHR198470
AT4G25870	CARHR233340
AT4G24620	CARHR232010
AT3G62910	CARHR173190
AT5G16160	CARHR197140
AT4G09950	CARHR260920
AT5G50060	CARHR258620
AT1G31230	CARHR030710
AT4G08940	CARHR259950
AT1G17170	CARHR017760
AT1G15920	CARHR016430
AT5G28590	CARHR185160
AT4G14020	CARHR220030
AT4G16330	CARHR222690
AT4G14805	CARHR221360
AT1G05020	CARHR004450
AT1G06240	CARHR005780
AT1G03790	CARHR003120
AT1G29090	CARHR028400
AT5G03640	CARHR209660
AT1G17210	CARHR017790
AT1G15950	CARHR016460
AT5G04930	CARHR208330
AT5G02730	CARHR210650
AT4G27000	CARHR234620
AT4G28240	CARHR235950
AT1G49100	CARHR039100
AT4G40050	CARHR246600
AT1G57590	CARHR054730
AT1G14630	CARHR015130
AT5G16110	CARHR197190
AT1G31300	CARHR030760
AT1G03820	CARHR003150
AT4G16260	CARHR222640
AT1G29140	CARHR028450
AT1G30400	CARHR029780
AT4G38790	CARHR247940
AT4G40045	CARHR246610
AT4G17360	CARHR223970
AT1G51340	CARHR041410
AT1G73650	CARHR066710
AT1G52620	CARHR042740
AT5G04920	CARHR208340
AT1G17200	CARHR017780
AT5G06280	CARHR207010
AT5G02710	CARHR210660
AT4G28230	CARHR235940
AT1G49130	CARHR039110
AT4G08910	CARHR259930
AT1G14620	CARHR015120
AT4G09940	CARHR260900
AT1G15940	CARHR016450
AT1G31310	CARHR030770
AT1G57600	CARHR054720
AT4G17350	CARHR223960
AT1G29150	CARHR028460
AT1G27530	CARHR027130
AT4G40042	CARHR246620
AT4G26990	CARHR234600
AT4G28220	CARHR235930
AT1G52630	CARHR042750
AT1G73640	CARHR066700
AT1G51350	CARHR041420
AT5G03620	CARHR209680
AT1G15980	CARHR016480
AT5G04910	CARHR208350
AT5G16130	CARHR197170
AT1G14660	CARHR015150
AT4G28260	CARHR235970
AT1G31260	CARHR030740
AT4G38830	CARHR247910
AT1G03840	CARHR003170
AT4G17380	CARHR223990
AT4G14780	CARHR221330
AT4G16270	CARHR222660
AT1G27480	CARHR027100
AT1G52590	CARHR042720
AT1G30370	CARHR029760
AT5G04900	CARHR208360
AT1G15970	CARHR016470
AT5G16120	CARHR197180
AT4G28250	CARHR235960
AT4G25840	CARHR233300
AT4G38810	CARHR247920
AT1G05040	CARHR004490
AT1G03830	CARHR003160
AT1G30380	CARHR029770
AT4G17370	CARHR223980
AT4G16265	CARHR222650
AT4G38800	CARHR247930
AT1G29120	CARHR028440
AT1G27510	CARHR027110
AT2G30820	CARHR124290
AT1G52670	CARHR042790
AT1G73690	CARHR066760
AT5G03680	CARHR209620
AT1G14670	CARHR015170
AT4G17300	CARHR223920
AT3G03380	CARHR077410
AT3G16510	CARHR091720
AT3G04550	CARHR078740
AT4G38480	CARHR294200
AT1G57560	CARHR054780
AT3G04570	CARHR078750
AT1G27670	CARHR027160
AT5G02780	CARHR210600
AT5G01580	CARHR211930
AT4G28190	CARHR235900
AT1G73680	CARHR066750
AT1G72470	CARHR065420
AT2G30810	CARHR124280
AT1G50030	CARHR040140
AT5G03670	CARHR209630
AT5G04960	CARHR208300
AT4G17280	CARHR223910
AT1G59725	CARHR053430
AT4G38840	CARHR247900
AT4G38490	CARHR294210
AT1G03850	CARHR003180
AT1G27680	CARHR027170
AT3G04580	CARHR078760
AT1G72480	CARHR065410
AT5G02770	CARHR210610
AT3G14380	CARHR089400
AT5G01590	CARHR211940
AT1G73670	CARHR066740
AT1G50020	CARHR040130
AT2G30800	CARHR124270
AT1G14685	CARHR015190
AT5G03660	CARHR209640
AT5G01610	CARHR211960
AT5G04950	CARHR208310
AT3G15370	CARHR090410
AT3G02130	CARHR076100
AT1G59730	CARHR053420
AT4G17330	CARHR223940
AT4G38500	CARHR294220
AT1G31320	CARHR030780
AT1G31330	CARHR030790
AT3G04590	CARHR078770
AT1G29160	CARHR028470
AT3G03420	CARHR077440
AT3G02140	CARHR076110
AT4G28210	CARHR235920
AT1G73660	CARHR066730
AT1G50000	CARHR040100
AT3G14370	CARHR089410
AT1G72460	CARHR065400
AT5G02760	CARHR210620
AT5G01600	CARHR211950
AT1G52640	CARHR042760
AT1G51355	CARHR041430
AT1G14680	CARHR015180
AT2G31880	CARHR125590
AT2G30790	CARHR124260
AT1G52660	CARHR042780
AT5G02740	CARHR210640
AT5G04940	CARHR208320
AT5G03650	CARHR209650
AT5G01620	CARHR211970
AT3G14360	CARHR089430
AT3G13445	CARHR088100
AT1G59740	CARHR053410
AT3G16520	CARHR091730
AT3G15360	CARHR090400
AT2G31290	CARHR223930
AT4G38495	CARHR294230
AT4G38510	CARHR294240
AT3G03430	CARHR077450
AT3G02150	CARHR076120
AT1G29170	CARHR028480
AT1G27660	CARHR027150
AT2G43630	CARHR138810
AT1G18830	CARHR040110
AT5G02750	CARHR210630
AT4G28200	CARHR235910
AT1G51360	CARHR041440
AT1G49180	CARHR039180
AT1G72530	CARHR065470
AT3G04510	CARHR078700
AT2G30780	CARHR124250
AT1G59700	CARHR053490
AT2G21385	CARHR112270
AT4G38520	CARHR294250
AT1G61030	CARHR052160
AT2G43640	CARHR138820
AT1G50120	CARHR040180
AT1G73720	CARHR066790
AT1G72520	CARHR065460
AT2G30766	CARHR124240
AT4G38530	CARHR294260
AT2G22400	CARHR113590
AT1G61010	CARHR052150
AT1G59720	CARHR053480
AT5G01540	CARHR211900
AT2G21380	CARHR112260
AT3G25230	CARHR101590
AT3G23980	CARHR100260
AT1G49160	CARHR039160
AT1G70880	CARHR064120
AT1G73710	CARHR066780
AT5G03700	CARHR209600
AT3G16490	CARHR091700
AT1G27690	CARHR027180
AT1G59710	CARHR053470
AT2G21370	CARHR112250
AT5G01550	CARHR211910
AT2G22370	CARHR113580
AT1G49170	CARHR039170
AT1G72500	CARHR065440
AT3G04560	CARHR078730
AT5G03690	CARHR209610
AT3G27930	CARHR149500
AT2G31865	CARHR125550
AT2G30720	CARHR124220
AT1G27695	CARHR027190
AT1G56720	CARHR054790
AT5G01560	CARHR211920
AT1G72490	CARHR065430
AT2G22360	CARHR113570
AT1G73430	CARHR066480
AT3G14220	CARHR089120
AT3G25050	CARHR101330
ATCG00670	CARHR282180
AT2G13295	CARHR100000
AT3G15130	CARHR090110
AT3G17450	CARHR092770
AT1G51140	CARHR041180
AT3G54920	CARHR164900
AT2G32740	CARHR126630
AT2G31670	CARHR125300
AT2G33840	CARHR127960
AT1G59900	CARHR053170
AT2G25490	CARHR115980
AT3G03120	CARHR077140
AT4G38440	CARHR294170
AT2G45700	CARHR140930
AT2G22170	CARHR113320
AT1G73410	CARHR066470
ATCG00660	CARHR282170
AT3G14225	CARHR089130
AT3G25060	CARHR101340
AT3G24190	CARHR100010
AT3G17440	CARHR092760
AT1G51160	CARHR041190
AT1G52180	CARHR091430
AT2G32730	CARHR126620
AT3G15120	CARHR090100
AT2G33835	CARHR127950
AT3G06270	CARHR080790
AT3G04300	CARHR078480
AT1G57680	CARHR054490
AT3G03130	CARHR077150
AT2G23690	CARHR114640
AT5G56540	CARHR270190
AT4G38460	CARHR294180
AT2G42260	CARHR137300
AT2G22140	CARHR113310
AT2G44740	CARHR139960
AT2G43520	CARHR138630
AT3G17465	CARHR092790
ATCG00650	CARHR282160
AT1G73400	CARHR066460
AT3G25030	CARHR101310
AT1G72275	CARHR065130
AT3G15150	CARHR090130
AT1G52343	CARHR042490
AT3G54940	CARHR164920
AT2G32720	CARHR126610
AT2G33830	CARHR127940
AT1G57700	CARHR054480
AT3G03140	CARHR077160
AT3G04310	CARHR078490
AT5G56530	CARHR270180
AT1G29010	CARHR028190
AT4G38470	CARHR294190
AT5G40820	CARHR115960
AT5G55820	CARHR269190
AT2G23700	CARHR114630
AT1G67020	CARHR053150
AT3G44540	CARHR151600
AT3G44150	CARHR152930
AT2G42280	CARHR137310
AT2G44745	CARHR139970
ATCG00640	CARHR282150
AT3G14230	CARHR089150
AT2G07050	CARHR103980
AT1G72280	CARHR065120
AT3G15140	CARHR090120
AT2G04700	CARHR102650
AT3G25040	CARHR101320
AT1G74500	CARHR067780
AT3G17460	CARHR092780
AT3G16250	CARHR091450
AT2G32710	CARHR126600
AT2G33810	CARHR127930
AT3G54930	CARHR164910
AT3G03150	CARHR077170
AT5G56520	CARHR270170
AT2G45720	CARHR140960
AT2G41990	CARHR115950
AT2G44760	CARHR139980
AT2G43530	CARHR138650
AT2G42270	CARHR137320
ATCG00630	CARHR282140
AT5G51010	CARHR257180
AT2G04690	CARHR102620
AT2G23755	CARHR114600
AT2G33820	CARHR127920
AT5G24520	CARHR188910
AT3G17410	CARHR092730
AT3G54960	CARHR164940
AT3G53700	CARHR163610
AT1G72300	CARHR065190
AT5G57760	CARHR271490
AT2G44770	CARHR139990
AT2G23740	CARHR114610
AT2G33800	CARHR127910
AT3G05420	CARHR079760
AT3G04280	CARHR078430
AT2G04650	CARHR102610
AT3G44170	CARHR152950
AT2G42290	CARHR137330
AT3G06230	CARHR080740
AT2G43540	CARHR138660
AT2G40890	CARHR136000
ATMG01260	CARHR283460
AT2G14820	CARHR284790
AT1G65050	CARHR102630
AT5G24500	CARHR188920
AT3G53710	CARHR163600
AT3G54950	CARHR164930
AT5G57740	CARHR271480
AT5G56500	CARHR270140
AT5G56510	CARHR270150
AT2G43560	CARHR138670
AT2G45730	CARHR140980
AT3G04290	CARHR078440
AT2G33793	CARHR127900
AT3G03090	CARHR077110
AT2G40900	CARHR136010
AT3G06250	CARHR080750
AT2G42300	CARHR137340
ATCG00540	CARHR282120
ATMG01230	CARHR283450
AT5G50150	CARHR258490
AT3G17430	CARHR092750
AT3G16230	CARHR091420
AT3G27860	CARHR149330
AT3G26910	CARHR148000
AT5G57720	CARHR271470
AT5G57710	CARHR271460
AT2G43550	CARHR138680
AT2G45740	CARHR140990
AT3G05440	CARHR079780
AT3G06240	CARHR080760
AT3G03100	CARHR077120
AT5G35360	CARHR103920
AT5G46180	CARHR175610
AT3G45420	CARHR150310
ATCG00530	CARHR282110
ATMG01210	CARHR283440
AT5G51020	CARHR257170
AT3G14210	CARHR089110
AT2G07040	CARHR103940
AT5G24530	CARHR188900
AT3G53720	CARHR163620
AT3G17420	CARHR092740
AT3G16220	CARHR091410
AT5G56480	CARHR270120
AT5G58860	CARHR272790
AT5G58850	CARHR272780
AT5G57700	CARHR271450
AT1G59910	CARHR053180
AT3G06260	CARHR080770
AT2G42320	CARHR137360
AT4G36830	CARHR245190
AT3G03110	CARHR077130
AT5G46190	CARHR175600
AT2G07020	CARHR103930
ATCG00520	CARHR282100
AT2G16040	CARHR149350
AT5G24460	CARHR188950
AT5G25800	CARHR187620
AT4G25720	CARHR233170
AT3G53760	CARHR163650
AT3G54990	CARHR164990
AT4G36800	CARHR245160
AT5G57685	CARHR271440
AT2G40930	CARHR136040
AT5G13830	CARHR199600
AT2G06925	CARHR103900
AT2G14760	CARHR284750
AT4G38090	CARHR246490
AT5G47090	CARHR174300
AT5G50160	CARHR258480
AT3G15190	CARHR090180
AT5G27820	CARHR186300
AT5G56460	CARHR270100
AT3G53740	CARHR163640
AT5G24450	CARHR188960
AT5G25790	CARHR187630
AT3G54970	CARHR164970
AT4G26880	CARHR234490
AT4G25700	CARHR233160
AT2G40935	CARHR136050
AT2G42330	CARHR137380
AT4G36810	CARHR245170
AT5G57670	CARHR271430
AT5G42146	CARHR284740
AT3G15200	CARHR090190
AT5G46170	CARHR175620
AT5G25820	CARHR187600
AT4G25740	CARHR233190
AT5G50175	CARHR258450
AT5G24490	CARHR188930
AT3G53780	CARHR163680
AT2G40950	CARHR136060
AT3G52561	CARHR162350
AT5G57660	CARHR271420
AT5G46150	CARHR175650
AT3G45410	CARHR150350
AT4G38060	CARHR246470
AT4G36780	CARHR245140
AT5G50170	CARHR258460
AT3G43850	CARHR150370
AT4G08840	CARHR259790
AT3G27870	CARHR149380
AT3G52550	CARHR162330
AT4G25730	CARHR233180
AT5G51030	CARHR257130
AT3G53770	CARHR163660
AT5G24470	CARHR188940
AT5G25810	CARHR187610
AT4G36790	CARHR245150
AT5G58800	CARHR272740
AT5G57655	CARHR271410
AT2G40960	CARHR136070
AT5G42150	CARHR284720
AT5G46160	CARHR175640
AT4G38062	CARHR246480
AT5G47080	CARHR174310
AT3G16270	CARHR091480
AT3G14240	CARHR089160
AT4G26840	CARHR234460
AT3G15170	CARHR090150
AT5G02840	CARHR210490
AT5G14990	CARHR198320
AT3G27880	CARHR149390
AT1G18250	CARHR018800
AT5G28060	CARHR185000
AT4G38040	CARHR246450
AT3G51460	CARHR161040
AT5G28080	CARHR185010
AT5G27860	CARHR186340
AT5G58787	CARHR272730
AT5G57630	CARHR271400
AT2G40970	CARHR136080
AT1G07130	CARHR006820
AT4G36760	CARHR245120
AT5G05100	CARHR208170
AT3G03160	CARHR077180
AT4G28080	CARHR235780
AT3G16260	CARHR091470
AT4G26830	CARHR234450
AT4G09750	CARHR260740
AT5G14980	CARHR198330
AT5G16310	CARHR197000
AT3G26934	CARHR148070
AT1G07110	CARHR006800
AT3G15160	CARHR090140
AT5G13780	CARHR199660
AT3G51420	CARHR161020
AT5G50180	CARHR258440
AT3G14250	CARHR089170
AT4G38050	CARHR246460
AT5G25640	CARHR187680
AT3G53790	CARHR163690
AT3G52570	CARHR162360
AT2G40980	CARHR136090
AT5G28150	CARHR185020
AT5G27870	CARHR186350
AT5G58784	CARHR272720
AT5G42180	CARHR284700
AT1G07120	CARHR006810
AT5G47070	CARHR174330
AT3G62730	CARHR173000
AT5G05090	CARHR208180
AT3G03170	CARHR077190
AT4G38980	CARHR247790
AT3G62770	CARHR173040
AT3G26932	CARHR148080
AT1G34120	CARHR260730
AT1G18265	CARHR018820
AT5G50210	CARHR258410
AT5G25770	CARHR187640
AT4G26860	CARHR234480
AT3G51480	CARHR161060
AT4G39010	CARHR247760
AT4G38020	CARHR246430
AT5G25760	CARHR187650
AT1G05990	CARHR005510
AT1G07135	CARHR006840
AT5G13820	CARHR199620
AT4G36750	CARHR245100
AT5G05080	CARHR208190
AT3G15180	CARHR090160
AT4G26850	CARHR234470
AT3G16280	CARHR091490
AT3G26935	CARHR148090
AT5G13800	CARHR199640
AT5G27830	CARHR186320
AT1G18260	CARHR018810
AT4G08790	CARHR259750
AT3G51470	CARHR161050
AT4G38030	CARHR246440
AT5G15010	CARHR198300
AT5G13810	CARHR199630
AT5G03720	CARHR209580
AT5G05010	CARHR208250
AT5G14950	CARHR198360
AT5G13750	CARHR199690
AT4G28160	CARHR235870
AT4G26940	CARHR234540
AT4G25760	CARHR233210
AT5G16280	CARHR197030
AT4G09830	CARHR260830
AT1G18160	CARHR018720
AT5G50120	CARHR258510
AT4G16190	CARHR222560
AT3G51500	CARHR161080
AT3G47070	CARHR272810
AT1G05870	CARHR005410
AT4G36850	CARHR245200
AT1G07050	CARHR006740
AT3G62780	CARHR173050
AT5G05000	CARHR208260
AT5G14940	CARHR198370
AT5G16270	CARHR197040
AT4G26930	CARHR234530
AT4G28150	CARHR235860
AT4G25750	CARHR233200
AT1G18150	CARHR018710
AT5G50110	CARHR258520
AT4G39060	CARHR185060
AT4G17250	CARHR223880
AT4G38890	CARHR247870
AT4G16180	CARHR222550
AT3G51490	CARHR161070
AT1G05860	CARHR005400
AT5G58870	CARHR272800
AT1G07040	CARHR006730
AT4G28180	CARHR235890
AT4G26960	CARHR234560
AT4G25780	CARHR233230
AT5G16300	CARHR197010
AT3G62810	CARHR173080
AT5G14970	CARHR198340
AT5G13770	CARHR199670
AT4G09820	CARHR260810
AT1G16910	CARHR017410
AT4G14750	CARHR221250
AT4G16195	CARHR222580
AT1G26290	CARHR246510
AT5G25630	CARHR187690
AT1G04710	CARHR004100
AT5G04990	CARHR208270
AT1G05894	CARHR005430
AT5G13760	CARHR199680
AT4G26950	CARHR234550
AT4G28170	CARHR235880
AT4G25770	CARHR233220
AT3G62800	CARHR173070
AT5G16290	CARHR197020
AT1G16905	CARHR017400
AT5G50130	CARHR258500
AT2G07820	CARHR259830
AT1G18197	CARHR018730
AT1G40390	CARHR186370
AT4G38910	CARHR247850
AT3G51510	CARHR161090
AT4G40090	CARHR246520
AT1G07060	CARHR006750
AT5G04980	CARHR208280
AT1G05880	CARHR005420
AT5G16240	CARHR197070
AT5G02800	CARHR210530
AT5G03760	CARHR209540
AT5G01500	CARHR211860
AT4G28110	CARHR235830
AT1G32360	CARHR031730
AT1G16920	CARHR017430
AT1G15540	CARHR016100
AT1G07080	CARHR006780
AT4G17240	CARHR223850
AT4G16155	CARHR222520
AT4G38950	CARHR247820
AT4G28100	CARHR235820
AT5G02810	CARHR210520
AT5G28290	CARHR185090
AT1G04730	CARHR004120
AT3G62820	CARHR173090
AT2G31660	CARHR125290
AT5G01510	CARHR211870
AT4G08850	CARHR259810
AT4G17220	CARHR223830
AT4G16146	CARHR222500
AT1G18180	CARHR018750
AT1G32361	CARHR031740
AT1G16916	CARHR017420
AT4G17230	CARHR223840
AT4G38100	CARHR246500
AT4G28088	CARHR235810
AT1G53490	CARHR043720
AT1G05890	CARHR005440
AT5G16260	CARHR197050
AT5G03740	CARHR209560
AT5G26120	CARHR208230
AT1G18200	CARHR018780
AT1G16940	CARHR017450
AT4G28140	CARHR235850
AT5G01520	CARHR211880
AT4G26910	CARHR234520
AT1G32340	CARHR031710
AT1G15570	CARHR016120
AT1G05910	CARHR005470
AT4G14730	CARHR221210
AT1G29990	CARHR029400
AT5G03730	CARHR209570
AT5G01530	CARHR211890
AT1G18190	CARHR018770
AT5G16250	CARHR197060
AT2G31650	CARHR125270
AT4G26900	CARHR234510
AT4G28130	CARHR235840
AT4G38970	CARHR247800
AT1G32350	CARHR031720
AT1G16930	CARHR017440
AT1G07090	CARHR006790
AT4G16160	CARHR222530
AT4G14723	CARHR221200
AT4G17245	CARHR223860
AT1G29980	CARHR029410
AT4G26890	CARHR234500
AT1G04750	CARHR004130
AT1G16960	CARHR017470
AT2G32700	CARHR126590
AT3G05350	CARHR079710
AT5G03790	CARHR209500
AT5G36190	CARHR223800
AT1G05960	CARHR005490
AT1G28680	CARHR028130
AT1G74450	CARHR067720
AT1G52310	CARHR042420
AT1G18210	CARHR018790
AT2G32690	CARHR126580
AT1G16950	CARHR017460
AT1G53530	CARHR043770
AT1G15580	CARHR016130
AT3G05380	CARHR079720
AT1G05950	CARHR005480
AT1G74440	CARHR067710
AT3G06190	CARHR080710
AT5G01450	CARHR211820
AT1G52315	CARHR042430
AT1G53520	CARHR043760
AT1G51080	CARHR041100
AT1G15660	CARHR016160
AT1G16980	CARHR017490
AT3G17390	CARHR092710
AT3G05390	CARHR079730
AT4G17215	CARHR223820
AT5G16220	CARHR197090
AT1G32370	CARHR031750
AT4G38360	CARHR294100
AT2G22125	CARHR113260
AT1G04790	CARHR004180
AT1G52290	CARHR042400
AT5G02830	CARHR210500
AT5G01460	CARHR211830
AT4G28085	CARHR235800
AT2G23760	CARHR114590
AT1G53500	CARHR043730
AT1G74430	CARHR067700
AT3G06200	CARHR080720
AT2G33790	CARHR127890
AT1G16970	CARHR017480
AT5G03770	CARHR209530
AT5G01490	CARHR211850
AT5G05070	CARHR208200
AT4G17210	CARHR223810
AT3G04260	CARHR078410
AT4G38370	CARHR294110
AT3G24860	CARHR101280
AT3G17380	CARHR092700
AT1G04780	CARHR004170
AT3G05410	CARHR079750
AT1G28690	CARHR028120
AT3G04270	CARHR078420
AT5G02820	CARHR210510
AT5G01470	CARHR211840
AT2G22122	CARHR113250
AT4G01595	CARHR043740
AT1G52340	CARHR042470
AT1G72250	CARHR065110
AT1G74490	CARHR067770
AT1G15690	CARHR016180
AT4G38380	CARHR294120
AT1G54650	CARHR055790
AT1G30950	CARHR030490
AT1G28960	CARHR028170
AT4G38390	CARHR294130
AT1G57720	CARHR054460
AT2G43570	CARHR138700
AT1G72240	CARHR065100
AT2G22120	CARHR113240
AT1G52342	CARHR042480
AT1G51130	CARHR041150
AT1G73380	CARHR066430
AT1G74480	CARHR067760
AT1G15670	CARHR016170
AT2G31560	CARHR125210
AT2G25530	CARHR115890
AT1G29000	CARHR028180
AT4G38410	CARHR294140
AT1G57765	CARHR054450
AT1G04800	CARHR004190
AT1G73370	CARHR066420
AT2G22100	CARHR113230
AT2G06850	CARHR103890
AT1G52325	CARHR042450
AT1G74470	CARHR067750
AT2G31570	CARHR125200
AT1G57770	CARHR054430
AT3G43720	CARHR114550
AT2G32910	CARHR055770
AT3G43270	CARHR054440
AT1G28815	CARHR028150
AT1G73360	CARHR066410
AT1G74460	CARHR067740
AT2G22090	CARHR113220
AT1G52320	CARHR042440
AT1G51090	CARHR041110
AT4G30760	CARHR043790
AT2G04620	CARHR102570
AT1G52330	CARHR042460
AT1G51110	CARHR041130
ATCG00680	CARHR282190
AT1G15700	CARHR016190
AT3G05340	CARHR079700
AT2G32660	CARHR126520
AT2G33775	CARHR127850
AT1G28760	CARHR028160
AT1G30910	CARHR030480
AT4G38430	CARHR294160
AT1G29950	CARHR029490
AT2G25540	CARHR115870
AT1G73350	CARHR066400
AT2G42350	CARHR137400
AT1G74458	CARHR067730
AT2G22080	CARHR113210
AT1G51100	CARHR041120
AT5G01420	CARHR211800
AT1G72360	CARHR065270
ATCG00440	CARHR282060
AT3G32030	CARHR089240
AT3G25130	CARHR101450
AT3G15250	CARHR090230
AT3G17580	CARHR092890
